ID,邮箱,身高,体重
ID-011168,fXZdLnb@sina.com,1.64,49
ID-014053,OgZnEts@163.com,1.61,56
ID-003089,wLCrtsy@outlook.com,1.58,80
ID-018223,anTCaoz@outlook.com,1.68,65
ID-008743,RvBxzXO@gmail.com,1.77,100
ID-006705,kpOTAJR@sina.com,1.66,80
ID-005569,iGsKyNA@sina.com,1.63,80
ID-004428,NabqlcY@163.com,1.65,100
ID-003451,CsxSCpJ@outlook.com,1.61,59
ID-022364,AIivPzN@sina.com,1.65,81
ID-004417,woYxcTk@gmail.com,1.57,73
ID-011919,ehlGrYG@hotmail.com,1.87,79
ID-015560,njeLJJi@126.com,1.67,51
ID-001711,SrKeTkB@hotmail.com,1.94,47
ID-011410,TFYACzk@qq.com,1.92,73
ID-022488,seYtBlC@yahoo.com,1.79,59
ID-018211,DjPQpOr@hotmail.com,1.61,49
ID-012395,yHeHfUO@hotmail.com,1.53,65
ID-000137,PMNofmm@outlook.com,1.83,93
ID-017300,ssYwCjR@gmail.com,1.73,48
ID-018282,hzfkPMd@qq.com,1.64,65
ID-016628,sNBhTKI@yahoo.com,1.51,50
ID-005726,rsufaRK@yahoo.com,1.64,69
ID-004409,FVjCEcV@gmail.com,1.93,53
ID-006242,bUQCBjA@qq.com,1.69,69
ID-000215,zEYpylr@yahoo.com,1.61,82
ID-029067,uExjakw@sina.com,1.94,52
ID-001005,OrmHacQ@sina.com,1.8,87
ID-024711,JyuPusJ@126.com,1.83,58
ID-021491,qwqwEfR@yahoo.com,1.57,82
ID-008588,GiqXHzw@gmail.com,1.82,76
ID-026154,GxqDlUj@gmail.com,1.73,60
ID-002725,xSrcMBc@yahoo.com,1.93,75
ID-008730,bOUEDFK@outlook.com,1.66,56
ID-019435,VFarLtP@126.com,1.71,50
ID-029550,PiSJoCl@163.com,1.6,86
ID-005764,dOTBQYE@sina.com,1.65,81
ID-010798,DarFACd@sina.com,1.94,69
ID-019725,GEnMxxH@yahoo.com,1.66,63
ID-005269,lOWTrel@126.com,1.57,83
ID-009098,gVtuBUb@126.com,1.75,61
ID-011721,GOYOFnI@gmail.com,1.75,46
ID-008027,xdXwgik@163.com,1.77,102
ID-003012,nROzELc@qq.com,1.78,58
ID-012770,tzcmVkH@yahoo.com,1.8,85
ID-021977,TrnXiek@yahoo.com,1.81,102
ID-008583,FURcJvy@qq.com,1.82,102
ID-011554,OyMDMms@qq.com,1.58,81
ID-001569,JOgoJyj@163.com,1.54,91
ID-020115,ueybANz@126.com,1.61,99
ID-007402,UFpTnYB@qq.com,1.75,53
ID-026566,ocRvBzQ@163.com,1.9,66
ID-018117,xQKpbyN@hotmail.com,1.83,67
ID-016634,wsAZEdf@gmail.com,1.91,53
ID-016005,DmDFkSH@qq.com,1.68,60
ID-003675,ycqRHIP@yahoo.com,1.7,96
ID-001215,nFOyMEA@yahoo.com,1.69,53
ID-008952,etojRox@yahoo.com,1.75,65
ID-003336,zUHSCwW@gmail.com,1.79,47
ID-003989,CMscPzK@sina.com,1.58,92
ID-011423,yirfjQl@qq.com,1.57,48
ID-017541,Siicwsz@163.com,1.56,45
ID-013434,vFclPeX@163.com,1.79,72
ID-025452,SiWGxOd@yahoo.com,1.67,60
ID-001050,wLHVqRD@126.com,1.51,83
ID-007811,echsHEq@yahoo.com,1.62,101
ID-027003,rUFOPit@sina.com,1.84,83
ID-013630,wfFEvmz@126.com,1.91,65
ID-028981,JPQyZVF@yahoo.com,1.51,72
ID-009344,esNEWZv@sina.com,1.86,74
ID-020657,eOoSWsb@outlook.com,1.77,88
ID-010637,dmZQfTQ@126.com,1.61,96
ID-028528,pewOPFD@hotmail.com,1.62,76
ID-018467,wYwBTAz@outlook.com,1.83,61
ID-001076,GHDffOw@163.com,1.85,74
ID-008179,bLkMjRJ@163.com,1.71,96
ID-017375,hRLlfif@163.com,1.77,99
ID-006216,vzyEvAc@gmail.com,1.9,46
ID-002160,aBSgveH@qq.com,1.93,65
ID-028162,GTwuYXc@163.com,1.65,52
ID-001864,zfekEpR@yahoo.com,1.53,56
ID-012973,VWDyTMX@sina.com,1.58,69
ID-022497,HiozdpH@gmail.com,1.64,96
ID-003056,imkBFoQ@hotmail.com,1.81,93
ID-010111,eqQWKOk@yahoo.com,1.6,92
ID-027403,kCNdcNO@hotmail.com,1.7,52
ID-000774,puMhHwM@126.com,1.93,96
ID-006853,teCopEH@gmail.com,1.83,82
ID-004174,ZRElzhj@gmail.com,1.65,89
ID-028285,gqcKUvk@yahoo.com,1.5,76
ID-006152,uwMTbGS@gmail.com,1.55,100
ID-008167,uXUdBcT@qq.com,1.66,89
ID-017044,pVWWMjE@yahoo.com,1.92,58
ID-013292,cwSfTkl@gmail.com,1.81,66
ID-019285,fjRvJdA@126.com,1.85,94
ID-013531,MwlbZjN@126.com,1.73,101
ID-024043,nXZQddf@outlook.com,1.75,59
ID-002055,pNDaxDL@126.com,1.76,86
ID-016064,NEGVzYo@yahoo.com,1.69,96
ID-029035,xqkBkGF@hotmail.com,1.84,84
ID-010394,jvRNAhU@126.com,1.61,53
ID-009369,CZsWyIY@hotmail.com,1.81,50
ID-009122,ysiwVcc@hotmail.com,1.51,83
ID-020677,hNwsSkW@qq.com,1.84,81
ID-017995,EJdvvur@gmail.com,1.75,90
ID-025061,ZpjpTIb@yahoo.com,1.77,90
ID-027263,HQjSqYV@sina.com,1.77,104
ID-018146,SMbzqgl@outlook.com,1.94,67
ID-020006,qKpJcoU@outlook.com,1.52,88
ID-011891,FGtAjOU@hotmail.com,1.93,81
ID-006302,EZLusZP@hotmail.com,1.83,64
ID-006587,wpVDzEw@hotmail.com,1.9,94
ID-019122,ImfxbJt@sina.com,1.5,78
ID-003746,HeVZVCG@yahoo.com,1.54,87
ID-010702,ofHtsaq@yahoo.com,1.58,81
ID-022955,sWpAQNh@126.com,1.71,88
ID-006261,okBiBNF@outlook.com,1.8,92
ID-004784,ldUddLS@163.com,1.51,80
ID-009401,CRaOQDn@gmail.com,1.69,57
ID-000428,xdJFbTq@hotmail.com,1.51,59
ID-028494,lDisdpi@sina.com,1.79,103
ID-008057,QSKKmXb@gmail.com,1.61,65
ID-016702,hERXANK@sina.com,1.84,65
ID-023605,YlMYpfG@163.com,1.75,83
ID-007327,yprgeMV@outlook.com,1.87,78
ID-004430,zzPckyo@yahoo.com,1.8,82
ID-015973,huCZiEX@yahoo.com,1.64,63
ID-014219,NpgUTVL@163.com,1.82,50
ID-003208,BmBDQcT@163.com,1.94,60
ID-001320,pVoXqSp@hotmail.com,1.5,98
ID-006403,fcNTCBE@gmail.com,1.58,98
ID-023997,suNCcCV@qq.com,1.68,88
ID-014242,UmLGZxm@qq.com,1.85,55
ID-021069,apAwXkt@sina.com,1.71,73
ID-003766,qPghPCm@yahoo.com,1.87,51
ID-027533,wVOuFrw@qq.com,1.59,103
ID-026633,VnWBIte@126.com,1.78,64
ID-024020,EGKknxP@126.com,1.53,72
ID-002939,UeTqhyv@qq.com,1.86,97
ID-019140,mbWVszd@yahoo.com,1.77,67
ID-020516,ZcGKbll@126.com,1.83,46
ID-005168,vltGgJw@yahoo.com,1.5,67
ID-002467,OxvXhjD@outlook.com,1.58,47
ID-000269,XKWPJeY@gmail.com,1.78,72
ID-024903,lncqjih@126.com,1.6,89
ID-024035,LkiNpUo@hotmail.com,1.73,48
ID-001359,GIWySSM@sina.com,1.53,64
ID-009583,xVaRLzG@outlook.com,1.69,70
ID-026717,gAIVJvK@sina.com,1.57,86
ID-011760,vRMzJZI@outlook.com,1.77,67
ID-019020,kJWIdPZ@163.com,1.52,45
ID-020807,SWVIpKD@sina.com,1.65,49
ID-027409,ccRCHuj@yahoo.com,1.69,75
ID-008288,EHmYhdb@126.com,1.51,66
ID-016502,RiqmwgA@outlook.com,1.89,101
ID-024088,rvlmAej@126.com,1.62,67
ID-006411,sxcrApt@gmail.com,1.77,63
ID-023182,fMOgvmN@hotmail.com,1.59,104
ID-013211,ZUqIzxI@yahoo.com,1.7,52
ID-011471,tuOxmgL@163.com,1.75,102
ID-009495,RyCYlHR@163.com,1.76,53
ID-026578,WbSdTAM@gmail.com,1.94,93
ID-021742,TOSMdHL@outlook.com,1.93,50
ID-024843,oVVrNKh@sina.com,1.71,78
ID-013673,cvnJQCn@gmail.com,1.83,58
ID-027521,sjBSiBm@qq.com,1.9,66
ID-023934,IBDjaYY@gmail.com,1.91,93
ID-004109,pDMbSwu@126.com,1.72,83
ID-024099,nBupEzu@yahoo.com,1.59,58
ID-005583,CbQthvR@outlook.com,1.85,74
ID-022289,CrEjXJY@163.com,1.78,63
ID-010316,SzBfQYk@sina.com,1.51,103
ID-008265,lVMpfAC@yahoo.com,1.86,86
ID-029729,pMixVcw@outlook.com,1.87,60
ID-010103,FziAhYD@yahoo.com,1.8,60
ID-020965,rYRXIgz@qq.com,1.58,95
ID-026296,wvIxqBU@outlook.com,1.87,75
ID-011816,kIANpRF@126.com,1.85,71
ID-024742,xliHvMH@yahoo.com,1.94,94
ID-029788,jhhRejw@hotmail.com,1.72,63
ID-018141,gZnyMJy@163.com,1.75,85
ID-022789,THJqtxz@outlook.com,1.52,90
ID-021431,iSxiEEL@hotmail.com,1.56,63
ID-018449,KADGPOh@163.com,1.88,103
ID-005838,KYRcWXc@gmail.com,1.87,63
ID-015593,oOxVAdb@hotmail.com,1.92,92
ID-024856,iQtYLfu@163.com,1.51,91
ID-029944,tSasCDv@sina.com,1.94,95
ID-016934,zycpgHK@qq.com,1.77,88
ID-012288,ofShUPc@hotmail.com,1.7,64
ID-010957,WdoipIW@126.com,1.79,73
ID-026794,FxnbcOC@hotmail.com,1.59,94
ID-024032,ztgvfFr@qq.com,1.79,70
ID-028640,ldAOoqI@outlook.com,1.7,72
ID-022547,qUisTXe@hotmail.com,1.67,104
ID-028370,dctRiQc@yahoo.com,1.93,58
ID-003723,NjMNSgv@outlook.com,1.7,92
ID-029877,qMseeQm@126.com,1.87,48
ID-026207,JYPCoYD@outlook.com,1.71,53
ID-005283,CTfBRuo@qq.com,1.76,52
ID-001596,burTPKO@hotmail.com,1.66,95
ID-020643,jXbyzFh@hotmail.com,1.72,63
ID-005676,BODtLsy@yahoo.com,1.79,54
ID-004304,nMinlMO@yahoo.com,1.51,93
ID-025783,UxToaIU@sina.com,1.91,93
ID-022027,ilnNOlH@outlook.com,1.75,96
ID-029315,xTwkbZs@outlook.com,1.62,61
ID-001312,ASVQwka@hotmail.com,1.61,98
ID-017129,DOPHRGS@gmail.com,1.63,63
ID-021277,wIUcWqZ@126.com,1.62,50
ID-003160,HNnoJje@outlook.com,1.93,50
ID-009268,YcrLdeV@126.com,1.87,76
ID-008889,zPhxzsm@126.com,1.93,67
ID-009413,ZqmJCPs@qq.com,1.58,64
ID-006932,UhAZIbm@qq.com,1.8,49
ID-025752,YoxTjit@outlook.com,1.73,54
ID-026238,TcWXEAC@gmail.com,1.74,56
ID-017209,SgHzuSz@gmail.com,1.52,82
ID-001738,XDGKkPw@hotmail.com,1.82,64
ID-020711,BjkXtWy@gmail.com,1.54,59
ID-029386,qhiHvSV@qq.com,1.57,75
ID-006030,KQOXMZn@yahoo.com,1.56,65
ID-029319,RGhinVX@163.com,1.62,53
ID-006380,tuxzdfy@yahoo.com,1.72,66
ID-003228,SXpUXsp@gmail.com,1.89,60
ID-016950,XaLlQVA@163.com,1.59,62
ID-019952,KwLAqAo@sina.com,1.83,74
ID-016681,fISMSHk@163.com,1.63,61
ID-013834,hUeoTWb@sina.com,1.88,83
ID-023184,PolUURN@hotmail.com,1.71,73
ID-017798,FpSuwvV@163.com,1.59,100
ID-018697,BAIjGLr@qq.com,1.55,98
ID-023555,yKcETHc@163.com,1.83,65
ID-008445,YkSojjR@126.com,1.89,89
ID-029400,ZlWfcCj@qq.com,1.56,60
ID-020796,xVpIopu@163.com,1.73,74
ID-015797,lGoNYuE@163.com,1.78,96
ID-003575,EaCcQnG@163.com,1.53,98
ID-015703,QTaMlRQ@yahoo.com,1.6,51
ID-015789,SeSrfsz@outlook.com,1.82,82
ID-014217,cVsZwPx@hotmail.com,1.86,65
ID-015296,UcLuEnF@126.com,1.92,52
ID-027626,AwQmYBD@hotmail.com,1.8,51
ID-014945,FMXNXZn@outlook.com,1.51,60
ID-001133,VXldcUg@hotmail.com,1.94,104
ID-028142,YICeKaC@163.com,1.67,52
ID-019600,UAXavcu@hotmail.com,1.74,45
ID-016755,chUVKoO@hotmail.com,1.92,75
ID-026959,hvhQlDj@qq.com,1.83,80
ID-013204,aKdYCWy@126.com,1.93,49
ID-000825,MTBJwFd@hotmail.com,1.64,50
ID-028973,JshEncT@sina.com,1.5,92
ID-027794,OWNhJiS@126.com,1.5,54
ID-014125,fsppHzh@hotmail.com,1.76,59
ID-012327,gWfRdCG@sina.com,1.7,45
ID-024049,QXwSMCz@163.com,1.54,51
ID-001174,Nzqtvgd@126.com,1.59,86
ID-028475,zpfvdJg@sina.com,1.82,63
ID-022252,iJZvrHV@gmail.com,1.7,78
ID-024758,CAZieny@gmail.com,1.7,93
ID-003606,WRESoeo@outlook.com,1.51,95
ID-003489,OOqdWtD@gmail.com,1.85,82
ID-012266,bkboSJj@qq.com,1.76,48
ID-009973,rlHxhgo@gmail.com,1.83,54
ID-006233,IpmRtsq@sina.com,1.86,80
ID-021863,NXDBgRR@gmail.com,1.82,57
ID-015320,QEyCcUD@yahoo.com,1.74,58
ID-001218,RMeKRiT@outlook.com,1.74,53
ID-019091,UBoDeRB@outlook.com,1.87,45
ID-008432,pLaRbWi@sina.com,1.84,99
ID-014628,eSVMSXR@hotmail.com,1.75,98
ID-013596,yqKOQRW@yahoo.com,1.86,45
ID-006453,reMIqhD@hotmail.com,1.78,53
ID-025912,AnJRjKr@126.com,1.8,75
ID-025242,vVztuci@outlook.com,1.72,65
ID-016290,FNYaslA@qq.com,1.9,90
ID-019821,aHWynqo@sina.com,1.58,46
ID-013939,PdIfCMs@qq.com,1.87,60
ID-019168,ZFCKDnt@163.com,1.82,85
ID-019835,eEtMrmZ@sina.com,1.72,74
ID-018451,FfxFAmq@sina.com,1.7,92
ID-023785,wwltJzw@yahoo.com,1.64,93
ID-011565,rGeSKuc@126.com,1.72,83
ID-019316,pbpXifn@163.com,1.83,70
ID-023180,fdyuVHu@163.com,1.69,66
ID-009269,pcUZnnZ@yahoo.com,1.82,100
ID-009646,amQczlB@qq.com,1.91,96
ID-029106,pnyRGal@yahoo.com,1.63,90
ID-024477,JgCNVZK@163.com,1.74,87
ID-026598,BxMyigX@hotmail.com,1.6,91
ID-001609,HCCOkqG@126.com,1.52,89
ID-021302,WiVyqgB@yahoo.com,1.94,71
ID-013329,HzwsCVH@yahoo.com,1.93,49
ID-004349,nYdItqG@qq.com,1.77,95
ID-004854,tYYWrzx@yahoo.com,1.51,91
ID-010467,XYxKryu@sina.com,1.87,93
ID-018765,mLlsVEi@sina.com,1.58,88
ID-020952,bRBlpch@yahoo.com,1.57,52
ID-001854,FVFNYgc@126.com,1.87,100
ID-011166,tbcCHVz@yahoo.com,1.54,102
ID-012605,OpmwLyS@outlook.com,1.58,61
ID-005684,awBNAwR@yahoo.com,1.68,61
ID-002133,NvFcHto@hotmail.com,1.94,79
ID-024253,OPDrOqh@sina.com,1.71,71
ID-016347,UyogRDa@sina.com,1.82,69
ID-029038,rcyfQzM@gmail.com,1.52,83
ID-003176,NDMJFXt@163.com,1.51,51
ID-025096,ybYmnbS@gmail.com,1.62,63
ID-026042,CkipAgs@yahoo.com,1.58,97
ID-019561,vJsHlKu@qq.com,1.79,59
ID-013499,kIOcFuD@sina.com,1.63,91
ID-005366,qvMITlx@outlook.com,1.74,83
ID-013346,yCmLODy@sina.com,1.67,65
ID-022526,IuOOCsd@126.com,1.74,71
ID-014813,QCSURga@163.com,1.53,69
ID-024789,hqfqRGQ@yahoo.com,1.64,74
ID-005298,fuYbToj@163.com,1.59,51
ID-027376,xgPWKmX@163.com,1.59,68
ID-010891,CyvvYhc@sina.com,1.88,99
ID-000334,qraaBOM@yahoo.com,1.64,88
ID-013657,GxqJUFo@yahoo.com,1.68,77
ID-011099,CrxKHug@gmail.com,1.73,98
ID-000872,yXNdccr@126.com,1.75,102
ID-007862,tsBCKsW@sina.com,1.8,59
ID-025526,FwpUDSV@qq.com,1.86,104
ID-020942,dsEwUrS@qq.com,1.72,49
ID-009111,zRzJYnM@hotmail.com,1.54,90
ID-001768,ZDOBkHO@outlook.com,1.87,93
ID-011107,HmzWYWO@outlook.com,1.86,54
ID-012359,Rtyewdb@yahoo.com,1.84,89
ID-013140,sEwGgfq@126.com,1.53,61
ID-023276,jAomoOo@hotmail.com,1.89,69
ID-011305,vxWEYrY@outlook.com,1.71,55
ID-018436,yObXaND@hotmail.com,1.58,95
ID-022453,UIpKVNm@163.com,1.71,66
ID-023644,WWxRaDL@sina.com,1.74,61
ID-018840,LLKdIGw@hotmail.com,1.61,90
ID-000848,hwBqpFt@126.com,1.89,96
ID-025059,CygNfcE@gmail.com,1.73,67
ID-007332,XnHmvua@126.com,1.5,80
ID-027133,TJRdsDW@126.com,1.76,83
ID-016470,JYGNARB@outlook.com,1.6,55
ID-026143,YKeqoRY@sina.com,1.83,54
ID-020049,cxpfRuV@qq.com,1.53,53
ID-003246,uuTPMQz@hotmail.com,1.79,104
ID-002225,XAHCVGz@outlook.com,1.93,100
ID-024686,fgvokuH@163.com,1.87,104
ID-000826,HKosIOw@qq.com,1.69,89
ID-028939,WXYGwRk@sina.com,1.57,77
ID-024846,ppcysez@hotmail.com,1.7,57
ID-003841,GygXLGH@yahoo.com,1.53,98
ID-003217,SmgNbmH@gmail.com,1.67,58
ID-014568,eIEkvxm@qq.com,1.86,47
ID-027382,wTqZRvH@gmail.com,1.81,101
ID-013986,PnrdZrD@hotmail.com,1.7,56
ID-003701,fvOsEHL@gmail.com,1.81,87
ID-024701,AwobrdG@sina.com,1.74,68
ID-019330,YQCaLxX@outlook.com,1.83,72
ID-019543,GlaPJpD@outlook.com,1.62,84
ID-003231,RREOXgc@sina.com,1.85,98
ID-029470,DWCYLqY@hotmail.com,1.77,74
ID-023125,OLDDUHT@hotmail.com,1.66,92
ID-018479,mauUkzR@gmail.com,1.73,101
ID-017389,vobHwzC@yahoo.com,1.73,70
ID-009094,KFvnmbq@yahoo.com,1.54,46
ID-009807,miieAHO@sina.com,1.56,87
ID-002035,TvNhhUq@qq.com,1.66,58
ID-023323,vlLYVTw@outlook.com,1.74,89
ID-000847,gAiSExi@126.com,1.59,64
ID-000615,CnlMADa@gmail.com,1.55,77
ID-004529,XpzDNMT@sina.com,1.68,89
ID-006869,daNNAQd@sina.com,1.79,61
ID-016504,MaFrYIG@gmail.com,1.58,65
ID-018111,oNWQzFO@yahoo.com,1.67,75
ID-014086,vyzpcuo@outlook.com,1.6,70
ID-015088,MOWNymj@qq.com,1.82,91
ID-021641,OsvwgzS@outlook.com,1.65,74
ID-022523,urMiUfY@yahoo.com,1.9,53
ID-001626,djfvBCv@126.com,1.58,98
ID-019292,AvpQKgc@126.com,1.57,45
ID-005063,uYiVtHJ@sina.com,1.54,64
ID-028422,vxzXppa@163.com,1.81,54
ID-016113,owuOncw@qq.com,1.76,54
ID-005158,nIqfxKo@yahoo.com,1.83,80
ID-017164,sDoGpjj@hotmail.com,1.73,59
ID-025113,LBJGCyZ@outlook.com,1.92,52
ID-010170,mOLpWub@gmail.com,1.63,89
ID-014655,wDqgnKe@qq.com,1.62,52
ID-005687,NjBKGsm@163.com,1.78,68
ID-020773,pBrtXIh@126.com,1.82,77
ID-008282,pXNSLhw@gmail.com,1.68,100
ID-001404,QkYobwE@126.com,1.55,50
ID-017414,sNjakGB@126.com,1.85,84
ID-012881,UprWHNX@126.com,1.91,103
ID-019111,DoqhFkQ@hotmail.com,1.8,67
ID-028120,TfqUSQT@163.com,1.53,52
ID-004893,vOnOwTV@163.com,1.84,61
ID-006662,bWWLzxa@qq.com,1.76,102
ID-017442,WUsmuCO@qq.com,1.6,74
ID-021284,KcYNzSW@hotmail.com,1.5,104
ID-009443,gXvJjnt@yahoo.com,1.8,66
ID-008731,tvRIqfx@126.com,1.75,51
ID-013995,Hdlgqdf@163.com,1.89,66
ID-016924,Lylxblq@126.com,1.88,54
ID-016310,gMJBUzy@sina.com,1.73,61
ID-028371,cnJUbDo@sina.com,1.81,75
ID-010108,dVkRAWa@hotmail.com,1.83,64
ID-008652,mrtLIPS@hotmail.com,1.58,77
ID-003833,CbqUrZX@sina.com,1.81,65
ID-024208,nDXuFuU@hotmail.com,1.88,58
ID-005105,JsBnXuJ@outlook.com,1.88,66
ID-019069,LGorLXW@hotmail.com,1.58,82
ID-015974,czgcTMg@126.com,1.86,66
ID-017933,KYLISnD@qq.com,1.58,85
ID-006517,uzGhYif@outlook.com,1.69,47
ID-016250,jUqYoLd@yahoo.com,1.5,55
ID-010911,iPXJApB@outlook.com,1.51,95
ID-027727,fKVyopq@sina.com,1.54,59
ID-004964,kGyqwZh@hotmail.com,1.79,54
ID-000982,QiNefBf@yahoo.com,1.58,104
ID-012886,ntLAAKM@qq.com,1.53,93
ID-006213,qyinXRV@hotmail.com,1.61,70
ID-009235,fYuzzZZ@163.com,1.8,56
ID-004913,yCtcTPB@outlook.com,1.9,76
ID-008821,wXqhHEh@yahoo.com,1.86,79
ID-019906,HJMziAn@126.com,1.58,75
ID-020312,NGIdefd@hotmail.com,1.85,47
ID-001304,yjsFkwg@outlook.com,1.74,45
ID-029487,LvGeOub@hotmail.com,1.82,55
ID-013175,JGiSzxD@hotmail.com,1.53,70
ID-010643,QTbyUeV@163.com,1.92,100
ID-002982,ZrQiyMs@126.com,1.71,87
ID-015679,gmVKlCw@outlook.com,1.75,65
ID-001619,LlxCzVr@gmail.com,1.65,73
ID-002957,TBZatSP@sina.com,1.84,67
ID-012491,HPHGvyi@126.com,1.51,74
ID-016417,QBZzmAh@hotmail.com,1.81,55
ID-003520,XcWkEYL@hotmail.com,1.94,81
ID-005530,hmTkAbA@yahoo.com,1.73,58
ID-001129,ITVHFJW@hotmail.com,1.53,50
ID-020105,kwqtQSx@163.com,1.85,90
ID-019822,PtLqtcE@hotmail.com,1.71,77
ID-002468,yGEdFRi@sina.com,1.51,101
ID-002806,uKWAZQy@hotmail.com,1.66,49
ID-006598,QWFfUwf@yahoo.com,1.66,93
ID-004041,ezTmFoM@gmail.com,1.54,45
ID-020223,GtFtcgf@hotmail.com,1.62,102
ID-006398,plvlHmG@163.com,1.69,102
ID-001167,dKRJZTw@gmail.com,1.7,88
ID-023167,guzXgfg@yahoo.com,1.87,74
ID-029043,aCyTdIS@gmail.com,1.75,57
ID-012432,ZSEzBYq@sina.com,1.87,68
ID-016823,WkrbHhB@126.com,1.5,83
ID-000450,PnjnFcJ@yahoo.com,1.56,82
ID-027367,BvMIdEn@hotmail.com,1.92,52
ID-012411,eTWThCX@126.com,1.58,104
ID-021579,WcvunCS@163.com,1.71,74
ID-008479,cSLlGwd@163.com,1.63,67
ID-026996,fkTLdVW@hotmail.com,1.55,55
ID-027029,zaabhIW@126.com,1.85,79
ID-001105,wkLJlEp@163.com,1.77,58
ID-006024,VyRWzoN@163.com,1.84,68
ID-027660,cNJeVRu@sina.com,1.87,94
ID-009299,TSpAXSC@163.com,1.58,71
ID-022401,wwORZXE@sina.com,1.68,80
ID-007122,iIXRAWo@outlook.com,1.76,99
ID-017327,uzsDrBi@126.com,1.87,99
ID-014582,fZMnTiB@hotmail.com,1.67,60
ID-005928,MWrVAYl@163.com,1.78,88
ID-019679,nkBLXEI@yahoo.com,1.6,78
ID-028376,pVFMpbJ@gmail.com,1.78,75
ID-008161,AEECSmf@126.com,1.58,104
ID-014934,sMaZgei@qq.com,1.93,49
ID-023104,rnacWUs@hotmail.com,1.52,93
ID-025830,qvaLiPF@hotmail.com,1.91,84
ID-013305,upVoRRb@hotmail.com,1.75,66
ID-028706,PHkKfgK@qq.com,1.62,93
ID-010727,iTqWABc@yahoo.com,1.76,99
ID-018633,ETQaUkM@outlook.com,1.61,99
ID-023631,BkdVEUO@hotmail.com,1.63,60
ID-007605,rGxsUlb@yahoo.com,1.91,76
ID-012765,rsFldHj@126.com,1.78,52
ID-005239,QIlTlTL@sina.com,1.67,70
ID-013245,whNSMon@outlook.com,1.57,97
ID-026096,qUvGnMq@qq.com,1.74,74
ID-014512,rvUPwha@gmail.com,1.58,52
ID-016066,QKtkxcf@outlook.com,1.72,104
ID-006720,agnqthe@outlook.com,1.86,46
ID-005817,ZjDoKvV@gmail.com,1.94,70
ID-005957,QQMGVTY@gmail.com,1.84,68
ID-023898,AKcRLnD@gmail.com,1.67,93
ID-022579,KDNujEf@163.com,1.87,71
ID-006291,qCprVcA@outlook.com,1.78,75
ID-002766,REeqXiC@sina.com,1.71,69
ID-010721,hTbIOYk@qq.com,1.87,80
ID-021379,RAYJNmj@gmail.com,1.86,64
ID-009381,BpfgNXv@126.com,1.76,82
ID-001860,BTKmnPM@163.com,1.7,68
ID-005374,BEPKCEp@gmail.com,1.6,65
ID-023530,IFQnztj@gmail.com,1.5,61
ID-026109,cyRYztd@163.com,1.73,53
ID-013174,bQbrqvL@outlook.com,1.73,55
ID-019401,zCXDfEC@outlook.com,1.75,57
ID-019035,xYdcHhF@outlook.com,1.91,80
ID-007887,lVEvKLJ@126.com,1.67,49
ID-028270,yrOMDkt@outlook.com,1.67,71
ID-020583,qJGkaZU@163.com,1.55,48
ID-026034,iOLllwS@126.com,1.78,69
ID-020024,xWwkuqt@hotmail.com,1.73,90
ID-010977,iOSIoit@126.com,1.68,85
ID-009147,TitolGY@qq.com,1.59,93
ID-027007,CtrClVa@126.com,1.83,69
ID-006657,kVakmeY@163.com,1.69,65
ID-028435,IepljvZ@sina.com,1.63,103
ID-009625,RgHanLO@qq.com,1.89,66
ID-003555,dPanWCS@126.com,1.8,51
ID-008180,RLCmhcC@qq.com,1.62,90
ID-023731,SSnCkJU@126.com,1.78,84
ID-002171,UGvRwuk@outlook.com,1.76,72
ID-028731,EuYUANm@outlook.com,1.77,100
ID-027023,swXOnKQ@163.com,1.72,83
ID-014784,DaTavOL@126.com,1.58,99
ID-003816,dEJmgPz@outlook.com,1.58,84
ID-014465,IXcMONu@yahoo.com,1.76,59
ID-028942,aCCfDYk@163.com,1.53,104
ID-004494,wMNHMcX@outlook.com,1.93,62
ID-019059,ynUKBHX@gmail.com,1.63,62
ID-022857,tvQYzzs@126.com,1.88,93
ID-013162,qYldlou@sina.com,1.61,46
ID-029064,zgFiIaZ@126.com,1.59,69
ID-019264,mFzRlcr@hotmail.com,1.82,59
ID-011014,uOotudb@outlook.com,1.51,50
ID-023535,tFQurGT@qq.com,1.87,98
ID-023351,wKvtfzN@gmail.com,1.74,82
ID-026937,piQnJcL@hotmail.com,1.9,60
ID-008723,ljXjVgx@outlook.com,1.64,46
ID-002988,sPQSiXJ@qq.com,1.88,46
ID-027951,IArqMkD@126.com,1.59,84
ID-009490,FaSiLVE@gmail.com,1.84,69
ID-012008,IhNzZfy@qq.com,1.78,102
ID-002603,focwvgv@163.com,1.67,86
ID-022977,xZUIPmI@yahoo.com,1.91,95
ID-019579,FHPeavr@hotmail.com,1.93,62
ID-013433,eEXrTlV@163.com,1.5,53
ID-025722,cLtLIrV@qq.com,1.77,76
ID-007876,WozmQfP@126.com,1.52,78
ID-014223,JBeTQPv@yahoo.com,1.88,99
ID-021813,ZkKgfCD@yahoo.com,1.72,52
ID-007804,OUXWxms@126.com,1.61,54
ID-021311,mZtVUWg@sina.com,1.66,101
ID-026756,bBFXwOl@gmail.com,1.93,70
ID-026202,RMYlZPq@sina.com,1.7,83
ID-027868,kplFqpG@hotmail.com,1.91,85
ID-002836,rWSrIqY@163.com,1.52,98
ID-005898,oHhCrkS@126.com,1.92,93
