ID,电话,婚姻,学历
ID-028691,13996273734,未婚,研究生
ID-007772,15054546800,未婚,研究生
ID-025120,15098206257,未婚,研究生
ID-003513,15826278490,已婚,大专
ID-006233,13920504848,已婚,初中
ID-003306,13657980103,已婚,初中
ID-000615,18978418501,未婚,高中
ID-011936,18978823358,未婚,初中
ID-011356,18879831263,已婚,初中
ID-020527,18820626469,已婚,大专
ID-022937,13985613166,未婚,本科
ID-024492,18994850570,未婚,研究生
ID-014334,13948690879,未婚,研究生
ID-004635,18503202575,未婚,研究生
ID-010074,15363449440,未婚,初中
ID-014949,18902020121,未婚,初中
ID-001401,15121161139,已婚,高中
ID-027272,18540097462,已婚,高中
ID-028501,15145611536,未婚,本科
ID-015766,18523080384,已婚,研究生
ID-000642,15163967967,已婚,高中
ID-006577,15366613551,已婚,大专
ID-022622,18998684247,已婚,本科
ID-003894,13923034155,已婚,大专
ID-004607,18921315265,已婚,本科
ID-024514,18596422803,已婚,本科
ID-027558,18526966003,未婚,高中
ID-001306,15029974711,已婚,高中
ID-027353,15814091782,已婚,高中
ID-007507,18948680017,未婚,本科
ID-021766,18981780408,未婚,本科
ID-013974,18880815387,未婚,高中
ID-010159,15834032717,未婚,本科
ID-008427,18809459703,已婚,高中
ID-016203,18830438092,已婚,本科
ID-016614,15361053841,未婚,高中
ID-026720,13696157182,未婚,本科
ID-009446,18560965148,未婚,研究生
ID-022210,15110000568,已婚,初中
ID-012169,15184707789,未婚,大专
ID-010446,15084495515,未婚,大专
ID-013507,13963278744,未婚,大专
ID-017273,15895100511,未婚,初中
ID-016874,13694604559,已婚,大专
ID-000047,13965960530,已婚,研究生
ID-027458,15137706645,已婚,本科
ID-001512,15053287262,已婚,本科
ID-009082,18897729374,未婚,研究生
ID-028535,15116350602,已婚,研究生
ID-009980,18937834106,未婚,高中
ID-007649,18595166425,已婚,大专
ID-013858,15874667701,已婚,初中
ID-006249,13905654328,未婚,研究生
ID-004903,15338913161,未婚,研究生
ID-010686,15115667936,已婚,高中
ID-001694,13942834852,已婚,初中
ID-014457,18984246437,已婚,高中
ID-007941,15035620897,未婚,初中
ID-002080,13975693685,已婚,高中
ID-020690,18861482386,未婚,研究生
ID-028728,18523749257,未婚,高中
ID-002494,18860469516,未婚,本科
ID-003888,18927288014,未婚,高中
ID-023741,18930986827,未婚,研究生
ID-007189,15101885684,已婚,大专
ID-017436,18540272043,未婚,本科
ID-013244,18576374411,已婚,研究生
ID-022753,13999703490,已婚,初中
ID-002998,15182860446,未婚,初中
ID-003754,18810326020,未婚,本科
ID-008562,18503672142,未婚,初中
ID-024182,15189036249,已婚,大专
ID-019364,13914028425,已婚,大专
ID-008422,13652419408,已婚,大专
ID-016033,15106518689,已婚,初中
ID-000199,18871106435,已婚,高中
ID-014746,18856519273,已婚,研究生
ID-019329,15356381380,已婚,本科
ID-011971,13982226716,已婚,高中
ID-011454,15070531534,已婚,初中
ID-025788,15181775126,已婚,研究生
ID-022355,15338137955,未婚,大专
ID-007063,13913615701,未婚,研究生
ID-006987,18937952920,未婚,大专
ID-017432,15035225062,未婚,初中
ID-008846,15363994066,未婚,研究生
ID-011056,13619842748,未婚,大专
ID-009088,15000429347,已婚,研究生
ID-022444,18580493683,已婚,高中
ID-029177,15828786546,已婚,大专
ID-024571,13612199852,已婚,高中
ID-017288,18994188086,已婚,研究生
ID-021946,13916031852,未婚,初中
ID-000202,13634053517,已婚,大专
ID-002557,15826695249,未婚,本科
ID-022934,13975033029,未婚,研究生
ID-020069,15898692082,未婚,大专
ID-001041,15385847106,未婚,大专
ID-026699,13602177622,已婚,研究生
ID-021123,13923548400,已婚,高中
ID-005846,15030039765,未婚,大专
ID-001648,13967830276,已婚,大专
ID-021164,18929365754,已婚,初中
ID-019618,15103346577,未婚,研究生
ID-006883,15815845882,已婚,本科
ID-014342,18887526408,已婚,本科
ID-006839,15108633262,未婚,高中
ID-027404,15824518002,未婚,大专
ID-008321,13943187271,未婚,本科
ID-002975,15886478534,未婚,研究生
ID-000422,18507426935,未婚,高中
ID-012063,15879896969,已婚,本科
ID-015473,13909225479,已婚,高中
ID-013050,18952491592,未婚,大专
ID-001754,15388480281,未婚,大专
ID-022218,15133523401,已婚,本科
ID-025714,15049761027,已婚,本科
ID-007781,18811055822,已婚,大专
ID-022806,15103428777,未婚,本科
ID-010368,13651067669,已婚,本科
ID-007362,13938062204,未婚,初中
ID-019657,18885435195,未婚,本科
ID-016931,13937397720,已婚,高中
ID-017488,15344956800,已婚,研究生
ID-004676,18943567897,未婚,大专
ID-017159,18842423812,未婚,大专
ID-011425,18823302124,已婚,大专
ID-022416,18542758256,已婚,高中
ID-016418,15806583659,已婚,研究生
ID-026925,18889911261,已婚,初中
ID-010594,15327650735,已婚,研究生
ID-015731,13923913355,已婚,高中
ID-018796,18987296666,未婚,研究生
ID-018997,15343047297,未婚,初中
ID-009625,18961568809,已婚,初中
ID-007297,18959294173,未婚,本科
ID-023905,18556839193,未婚,高中
ID-027454,18993336787,未婚,高中
ID-027469,13920575085,已婚,初中
ID-015468,15851032674,未婚,初中
ID-018950,13601505309,未婚,初中
ID-020720,13995616202,已婚,研究生
ID-024858,18536839242,已婚,高中
ID-022179,18553816988,已婚,高中
ID-009255,15803467843,已婚,研究生
ID-016059,15131189134,已婚,研究生
ID-028612,13908605594,未婚,初中
ID-002314,18506464696,已婚,本科
ID-002783,18998978664,未婚,研究生
ID-007812,18907499531,未婚,本科
ID-025064,18851838943,已婚,初中
ID-019720,15852088561,未婚,研究生
ID-027285,13909911381,已婚,本科
ID-028125,18572032861,未婚,本科
ID-024940,13916030624,未婚,高中
ID-025930,13938335054,未婚,研究生
ID-026967,18895589203,已婚,研究生
ID-014234,15871000343,已婚,本科
ID-021584,13910398939,未婚,研究生
ID-021867,15130408873,已婚,研究生
ID-019184,15181923059,已婚,大专
ID-014465,15377800440,未婚,本科
ID-019530,18592110005,已婚,大专
ID-028351,15067899079,未婚,高中
ID-023733,15361772699,未婚,初中
ID-014037,15017692853,已婚,研究生
ID-010212,18825997901,已婚,大专
ID-022675,18800000045,已婚,大专
ID-014562,18584968078,未婚,高中
ID-026286,15802387426,未婚,本科
ID-010193,18948592581,已婚,大专
ID-002777,15816358895,未婚,初中
ID-009751,13662817527,未婚,大专
ID-012541,15320320744,未婚,高中
ID-019857,13692656835,已婚,高中
ID-021690,15822874584,未婚,本科
ID-013485,15896685584,未婚,大专
ID-021179,15820417699,未婚,初中
ID-008267,18907508205,未婚,大专
ID-003249,18864919476,未婚,初中
ID-003497,15051017577,未婚,大专
ID-009483,15161135739,已婚,高中
ID-001568,15191050715,已婚,本科
ID-014111,15875236058,未婚,本科
ID-028750,18805848047,已婚,大专
ID-020098,15107917562,未婚,大专
ID-002811,13626979274,未婚,本科
ID-024371,18511544768,未婚,高中
ID-019663,18559900544,已婚,本科
ID-028930,15074598281,未婚,本科
ID-014299,18910847135,未婚,高中
ID-000588,15312667335,已婚,高中
ID-002625,13943445999,已婚,初中
ID-012293,15165028668,已婚,初中
ID-016596,15017490249,已婚,高中
ID-003013,15879928176,未婚,大专
ID-023100,13949994566,已婚,初中
ID-010255,15833626703,未婚,本科
ID-018205,18917258023,未婚,大专
ID-000003,18921790133,未婚,高中
ID-008155,18532692245,未婚,大专
ID-025711,18945380438,已婚,初中
ID-002480,15035310694,已婚,大专
ID-028987,13609902636,已婚,高中
ID-011353,18882869411,已婚,高中
ID-015194,13649723657,未婚,高中
ID-000587,15157407804,已婚,研究生
ID-022676,18840790591,未婚,大专
ID-010208,18922476921,已婚,本科
ID-011327,15378355196,未婚,大专
ID-028296,15882682106,已婚,研究生
ID-026581,15805459496,未婚,本科
ID-019510,18927603695,未婚,大专
ID-008742,15196443734,未婚,大专
ID-013474,15360061285,已婚,高中
ID-009110,15010144524,已婚,初中
ID-025374,13658324991,已婚,研究生
ID-014743,15089811274,已婚,本科
ID-020838,15866442509,未婚,研究生
ID-005163,13623138248,已婚,初中
ID-026952,13641553888,未婚,初中
ID-026706,18834151639,未婚,高中
ID-005448,15010356526,未婚,初中
ID-004296,18934084126,已婚,高中
ID-015052,15025870349,已婚,高中
ID-006378,13974602548,未婚,高中
ID-004540,18571657575,未婚,初中
ID-009979,18838760815,未婚,高中
ID-021847,18954226665,已婚,高中
ID-028383,15855179037,未婚,大专
ID-018526,18907352802,已婚,初中
ID-006317,15895340305,未婚,本科
ID-011446,15083465336,已婚,本科
ID-020496,13672373992,已婚,大专
ID-026843,15878984897,未婚,本科
ID-000820,18836120683,已婚,本科
ID-012700,13677693186,已婚,大专
ID-015096,18989759094,未婚,研究生
ID-006662,15171576176,已婚,初中
ID-011309,15199429831,未婚,大专
ID-019919,15869900543,已婚,本科
ID-020975,13654755443,已婚,初中
ID-004857,15336035347,已婚,大专
ID-016612,15858406261,未婚,研究生
ID-001576,13956156292,未婚,大专
ID-029293,18543346705,已婚,初中
ID-011782,15103268057,已婚,研究生
ID-005487,18847736197,已婚,初中
ID-013332,18549915192,已婚,研究生
ID-026296,18539633718,已婚,初中
ID-007927,15361952576,已婚,大专
ID-017619,15849978121,未婚,研究生
ID-006204,15875219839,已婚,大专
ID-024477,13614760827,未婚,研究生
ID-010559,15374359284,未婚,初中
ID-007981,13951023143,未婚,本科
ID-028091,13604812510,已婚,初中
ID-000619,13616859004,已婚,高中
ID-026501,13608394677,已婚,初中
ID-028989,13659081489,已婚,本科
ID-021447,15821141301,未婚,本科
ID-012754,13985940943,未婚,大专
ID-013283,18815217622,已婚,研究生
ID-022145,18970688370,已婚,本科
ID-021484,15107342541,未婚,本科
ID-029630,13674907595,未婚,本科
ID-005764,15069192169,未婚,初中
ID-022975,15831942873,未婚,大专
ID-013464,18985199767,已婚,高中
ID-003449,13981392239,未婚,研究生
ID-019836,18871063405,已婚,本科
ID-028476,15169140136,已婚,本科
ID-011727,13690751193,已婚,研究生
ID-015415,18593124237,已婚,研究生
ID-022960,13692896441,未婚,高中
ID-021797,18845692675,已婚,研究生
ID-005335,18863757845,未婚,大专
ID-024852,18595737960,未婚,大专
ID-028432,15157362024,未婚,研究生
ID-010100,18964698234,已婚,初中
ID-027719,18943108235,未婚,高中
ID-013094,13641312358,未婚,本科
ID-005510,15033641237,已婚,初中
ID-013013,18516133724,已婚,本科
ID-027860,18542534238,已婚,大专
ID-009954,15379102138,已婚,大专
ID-016896,18804121309,已婚,大专
ID-019961,15080618628,已婚,初中
ID-001753,18876538425,已婚,高中
ID-026065,15156000353,已婚,本科
ID-010938,18823012165,已婚,高中
ID-001718,15050470131,已婚,大专
ID-014433,18555989879,已婚,高中
ID-025164,18906975191,已婚,本科
ID-009826,15335859431,未婚,初中
ID-006089,15842391306,未婚,大专
ID-011511,15092664173,已婚,大专
ID-012670,15137209658,已婚,研究生
ID-001835,18510695103,已婚,初中
ID-002915,13688287204,已婚,初中
ID-019684,13914536198,未婚,研究生
ID-021582,15027686698,已婚,大专
ID-004076,15053352346,未婚,研究生
ID-027479,15183775336,未婚,本科
ID-003303,18851957111,未婚,初中
ID-009065,15370560987,已婚,初中
ID-007605,13925799558,已婚,大专
ID-029950,18881361981,未婚,本科
ID-000655,13699521964,已婚,本科
ID-028414,15027093137,未婚,本科
ID-010988,18978396460,已婚,研究生
ID-015873,15302763779,未婚,初中
ID-000537,18572534174,未婚,研究生
ID-016271,18946276232,已婚,本科
ID-010660,13634017149,已婚,高中
ID-011108,13969993868,未婚,大专
ID-025935,13610856594,已婚,研究生
ID-027545,15871386518,未婚,高中
ID-015449,18810221050,已婚,研究生
ID-001702,13684248628,未婚,高中
ID-000418,18514764748,未婚,本科
ID-000054,13931161912,已婚,高中
ID-020523,18969879965,未婚,初中
ID-004038,15895030824,已婚,大专
ID-020935,13620999538,未婚,初中
ID-000302,15861928285,未婚,本科
ID-023386,15149600504,未婚,本科
ID-004767,13970825164,未婚,大专
ID-009243,18803371923,未婚,研究生
ID-013301,18504777876,已婚,研究生
ID-027993,18543069214,已婚,初中
ID-024716,13656703360,未婚,高中
ID-020564,15357754261,未婚,本科
ID-012124,15135893915,已婚,研究生
ID-019246,15868760949,已婚,大专
ID-010676,15860836730,已婚,研究生
ID-006731,15114284527,未婚,本科
ID-002797,15118538072,未婚,高中
ID-007907,15197721648,未婚,本科
ID-017962,15810291205,已婚,初中
ID-014860,18853451332,未婚,研究生
ID-020902,13628903391,已婚,本科
ID-028104,18928289251,已婚,研究生
ID-000518,18946516395,未婚,本科
ID-000250,18895780328,未婚,大专
ID-010033,18908290715,未婚,大专
ID-024898,15030593890,已婚,大专
ID-025834,18814148049,已婚,高中
ID-014679,18882645928,未婚,高中
ID-018670,15887948429,已婚,本科
ID-023650,18888427819,已婚,研究生
ID-002717,15354731381,未婚,初中
ID-022891,13948717983,未婚,研究生
ID-000294,18939199834,已婚,本科
ID-016219,18935599559,已婚,大专
ID-020884,15859371042,已婚,研究生
ID-025644,18945723387,已婚,初中
ID-020629,18962717824,已婚,大专
ID-017340,18988031742,未婚,大专
ID-011532,18899497124,未婚,大专
ID-016522,18992831886,已婚,初中
ID-000194,15128551275,未婚,大专
ID-005983,18535386648,已婚,本科
ID-022686,15812151305,已婚,研究生
ID-023848,13688496658,未婚,初中
ID-010555,18544059438,已婚,初中
ID-018512,15345263250,未婚,研究生
ID-026819,15197874668,已婚,本科
ID-029019,15336585907,已婚,高中
ID-007598,15823476964,未婚,研究生
ID-007940,15132673418,未婚,大专
ID-005477,18902026765,已婚,初中
ID-009696,18838195611,已婚,初中
ID-005844,15195489509,未婚,本科
ID-002428,13902164588,已婚,初中
ID-024593,15387419639,已婚,初中
ID-015830,15156591281,未婚,研究生
ID-027453,18970249098,未婚,高中
ID-012071,13601666747,已婚,初中
ID-014815,15166977304,未婚,高中
ID-017353,18594469590,未婚,研究生
ID-022038,13943254082,未婚,高中
ID-024318,18503665400,已婚,本科
ID-026019,15848205105,未婚,研究生
ID-007982,18901011159,未婚,高中
ID-001955,18853887204,未婚,高中
ID-003982,15085748168,已婚,高中
ID-026595,13683758095,未婚,高中
ID-028418,13656476040,已婚,本科
ID-006893,15894709888,未婚,研究生
ID-006900,15115002421,已婚,研究生
ID-010210,15039728980,未婚,高中
ID-009134,15184020751,未婚,大专
ID-027496,18528407603,未婚,本科
ID-019271,18589593064,已婚,本科
ID-009474,15339854845,已婚,大专
ID-021221,18567751911,未婚,本科
ID-014384,18983426426,未婚,初中
ID-017960,15832351151,未婚,研究生
ID-000317,15109773027,已婚,大专
ID-018349,15033779397,未婚,初中
ID-021355,18876805069,未婚,研究生
ID-014414,15878789702,已婚,本科
ID-020041,13671012577,已婚,研究生
ID-014907,18533381982,未婚,高中
ID-002682,15875129761,未婚,高中
ID-025951,18809956085,未婚,本科
ID-018408,18869645134,已婚,研究生
ID-015023,13689900401,已婚,本科
ID-027688,15115658038,未婚,高中
ID-001163,13952329569,已婚,研究生
ID-018397,18901838192,已婚,初中
ID-007977,13958247788,已婚,研究生
ID-029186,13600606188,已婚,初中
ID-007666,15308840044,已婚,初中
ID-023005,13949573317,已婚,大专
ID-027648,18817681168,已婚,大专
ID-028431,15839856819,已婚,初中
ID-002603,18896557883,已婚,初中
ID-029500,15803426514,已婚,高中
ID-012434,15304406525,未婚,本科
ID-006224,15161816128,未婚,大专
ID-021962,18857139800,已婚,高中
ID-026037,13930490861,已婚,本科
ID-029419,15857804023,已婚,研究生
ID-024294,15396015744,已婚,大专
ID-006850,13914100482,未婚,本科
ID-026396,15376862238,未婚,本科
ID-013802,15060800795,已婚,初中
ID-007197,15399151447,已婚,本科
ID-008621,18804095295,已婚,本科
ID-026794,15807665164,已婚,本科
ID-019519,18895308967,未婚,本科
ID-028246,18530722364,已婚,大专
ID-028379,15852820805,已婚,初中
ID-020933,13622636441,已婚,研究生
ID-007476,15377572176,已婚,大专
ID-012535,13661640566,已婚,研究生
ID-025392,18544532238,未婚,大专
ID-010352,13976225348,已婚,本科
ID-021431,13615311972,已婚,研究生
ID-019385,13966104223,已婚,初中
ID-028342,13951717738,未婚,研究生
ID-006762,13965153909,已婚,高中
ID-026583,15884599445,已婚,高中
ID-004885,15023718658,已婚,高中
ID-006399,18855664814,未婚,本科
ID-002038,15886226008,已婚,初中
ID-013292,13635929704,已婚,研究生
ID-011248,13688584689,未婚,本科
ID-007071,15840566694,已婚,本科
ID-024158,15055060903,未婚,研究生
ID-003398,13619917433,已婚,初中
ID-018404,15801722064,已婚,高中
ID-025166,13924486819,未婚,研究生
ID-016713,18596196264,已婚,高中
ID-026177,15028719002,未婚,大专
ID-000824,15839729976,已婚,大专
ID-019996,18871403013,未婚,本科
ID-013060,15164797880,未婚,研究生
ID-006607,15018876272,已婚,高中
ID-025522,18972175125,未婚,高中
ID-001961,15885641653,未婚,大专
ID-013056,15333334870,未婚,大专
ID-029271,18825541475,已婚,研究生
ID-020449,15359630843,未婚,高中
ID-011918,15088630216,已婚,本科
ID-026778,18850024119,未婚,高中
ID-011167,13927634753,未婚,大专
ID-019982,15350414570,已婚,研究生
ID-021391,15031011957,已婚,本科
ID-001849,18936194575,已婚,初中
ID-022129,15115327079,已婚,大专
ID-015762,18882145329,已婚,高中
ID-015552,18588650391,未婚,本科
ID-029768,13963160230,已婚,初中
ID-002245,13914595684,未婚,研究生
ID-028760,13630525245,未婚,研究生
ID-028492,13983782937,已婚,研究生
ID-025774,15105215483,未婚,本科
ID-003726,15118250129,未婚,研究生
ID-005312,18932323501,已婚,高中
ID-018553,13695952591,未婚,本科
ID-006754,18853410990,未婚,高中
ID-010324,15068779421,未婚,高中
ID-010724,18859426944,未婚,研究生
ID-024263,15871861348,未婚,大专
ID-007968,18835365829,未婚,本科
ID-026716,15397132594,已婚,高中
ID-024933,18869147209,未婚,本科
ID-019890,18569573696,未婚,大专
ID-023210,18830854633,已婚,高中
ID-024567,13626587202,未婚,大专
ID-013657,13673405093,已婚,初中
ID-026444,13920759610,未婚,大专
ID-005931,13670471379,未婚,初中
ID-001038,15026575705,已婚,大专
ID-004955,15866366993,未婚,研究生
ID-012339,15046882058,未婚,研究生
ID-029969,18990047187,已婚,高中
ID-015488,13664247455,未婚,大专
ID-016438,15102568423,未婚,初中
ID-025917,15136301606,未婚,初中
ID-012146,13991861506,已婚,本科
ID-018064,13668128454,已婚,高中
ID-018835,15820136987,未婚,高中
ID-000646,15181869346,已婚,研究生
ID-009285,13633254056,已婚,初中
ID-020616,18936912317,未婚,大专
ID-001044,18502203284,未婚,初中
ID-025501,15889874950,已婚,本科
ID-009382,18503735672,未婚,大专
ID-000093,18984822718,已婚,本科
ID-013640,15063825708,已婚,研究生
ID-021287,18900474132,已婚,本科
ID-001438,15101467370,未婚,大专
ID-020197,18872831573,已婚,大专
ID-005237,15104502990,未婚,初中
ID-015507,15365818513,已婚,研究生
ID-008301,15349996141,未婚,研究生
ID-005681,15086958374,已婚,本科
ID-023190,18882621597,已婚,本科
ID-006985,18859877581,未婚,大专
ID-004411,15095173040,已婚,研究生
ID-013486,15159547748,已婚,初中
ID-012446,15096531477,已婚,初中
ID-023654,18559354516,未婚,高中
ID-002311,13649489856,未婚,大专
ID-007943,18599338435,未婚,大专
ID-002462,15112014929,已婚,高中
ID-016546,18558944186,未婚,研究生
ID-010458,15350278530,已婚,本科
ID-029097,15053424594,未婚,大专
ID-006424,15044450746,未婚,研究生
ID-015654,13644326023,已婚,初中
ID-009931,13639891427,未婚,大专
ID-019044,18547142260,已婚,初中
ID-008949,15024338814,未婚,初中
ID-012835,18574383498,未婚,研究生
ID-005732,18885428317,未婚,高中
ID-014379,15043143233,未婚,高中
ID-024124,15888598557,已婚,初中
ID-009894,15019756059,已婚,初中
ID-026044,15391240576,已婚,本科
ID-016383,18966227597,已婚,初中
ID-009812,18990181435,未婚,初中
ID-018040,13604867425,未婚,大专
ID-026731,15335475511,已婚,大专
ID-000189,15117696294,未婚,高中
ID-022177,13679650169,已婚,初中
ID-003196,18806482752,未婚,本科
ID-011835,15109556051,已婚,初中
ID-007921,15894639445,未婚,初中
ID-027802,18925879786,已婚,研究生
ID-022374,13911612826,未婚,本科
ID-008420,18537954753,未婚,高中
ID-015439,13607483726,已婚,本科
ID-009476,13972081189,未婚,高中
ID-001029,13665641449,已婚,大专
ID-018831,18873079949,未婚,研究生
ID-008056,15179005365,未婚,高中
ID-027049,13967890788,未婚,初中
ID-021728,18953348471,未婚,大专
ID-028522,15075974413,已婚,初中
ID-029708,18966892496,已婚,高中
ID-006364,15041248297,已婚,本科
ID-021693,18883707228,已婚,研究生
ID-028438,13625680151,已婚,高中
ID-026417,18925783548,未婚,高中
ID-001968,18963174998,已婚,本科
ID-018912,13992259115,未婚,大专
ID-001098,18585610331,已婚,高中
ID-028905,15176084526,未婚,大专
ID-022339,13984488053,未婚,研究生
ID-019626,15025470801,已婚,初中
ID-005877,15147145241,已婚,研究生
ID-021292,15861529103,未婚,大专
ID-019846,13638178784,已婚,研究生
ID-020914,18818296762,未婚,本科
ID-027806,15378433025,已婚,本科
ID-010408,15881217029,已婚,高中
ID-009904,15085661376,未婚,大专
ID-010759,13649920747,已婚,初中
ID-004268,15396377019,已婚,初中
ID-016090,15896233376,已婚,高中
ID-001469,13632254429,未婚,高中
ID-024087,15342160261,未婚,研究生
ID-012034,15823256157,已婚,大专
ID-022643,18538836784,未婚,大专
ID-026454,18910535116,已婚,大专
ID-014310,15153930358,已婚,本科
ID-002736,13677695806,已婚,大专
ID-002782,18872557458,未婚,大专
ID-026815,18909134242,已婚,高中
ID-022499,15019500074,已婚,大专
ID-023341,18897314549,已婚,初中
ID-019930,15375177730,未婚,大专
ID-013158,15395570508,已婚,高中
ID-010122,15006456718,未婚,高中
ID-013994,18954028370,未婚,本科
ID-027823,15099364876,已婚,研究生
ID-015702,15017741772,未婚,研究生
ID-012810,13911445802,已婚,初中
ID-025087,15880919988,未婚,初中
ID-003801,13647597873,已婚,大专
ID-000428,15311252545,已婚,初中
ID-010402,15371292750,未婚,本科
ID-015305,15000774132,已婚,本科
ID-000695,18940978806,已婚,研究生
ID-008889,18509788390,已婚,研究生
ID-005864,15887468364,已婚,初中
ID-013694,15003808492,未婚,研究生
ID-026764,15055803699,未婚,本科
ID-000061,15075018097,未婚,高中
ID-020260,15097085580,未婚,研究生
ID-029880,18550678182,已婚,高中
ID-006552,15365867182,未婚,初中
ID-015425,18572664701,未婚,研究生
ID-026951,18850984652,已婚,研究生
ID-008296,15849600236,已婚,大专
ID-009335,15817903044,已婚,初中
ID-011761,13639933415,已婚,本科
ID-021543,18590795442,已婚,初中
ID-016604,18549279029,已婚,初中
ID-015550,13944813270,已婚,高中
ID-027388,18975581404,未婚,大专
ID-008721,15318579472,已婚,研究生
ID-029329,18589379496,已婚,初中
ID-003947,15194933825,已婚,本科
ID-001715,15884677468,已婚,研究生
ID-007838,15340673332,已婚,初中
ID-001078,15148878814,已婚,高中
ID-021365,18857038791,已婚,本科
ID-029108,18961891341,未婚,初中
ID-021508,15150653339,已婚,初中
ID-014220,18597901339,未婚,高中
ID-013420,13922921528,未婚,大专
ID-019202,15072292187,未婚,研究生
ID-012406,13903332390,未婚,初中
ID-016549,13932841304,未婚,研究生
ID-001971,18938031870,已婚,大专
ID-009815,15094839132,已婚,初中
ID-002527,18943407551,已婚,高中
ID-009932,13930983791,已婚,初中
ID-003384,13619911374,未婚,大专
ID-008300,13648135188,已婚,高中
ID-013193,18865229728,已婚,高中
ID-019436,15184572377,未婚,初中
ID-012749,13677955054,未婚,初中
ID-028772,15842862021,未婚,高中
ID-008084,13979020580,已婚,初中
ID-014010,15044001494,已婚,研究生
ID-005116,15061843370,已婚,本科
ID-001229,15326711698,已婚,高中
ID-016661,18511233011,未婚,高中
ID-019013,15148607952,未婚,大专
ID-022798,18804788451,已婚,本科
ID-011774,15899978433,未婚,本科
ID-005623,13914767875,未婚,本科
ID-018766,18800822923,未婚,高中
ID-003971,15147687333,已婚,高中
ID-008593,18530138616,未婚,大专
ID-011998,13698701398,未婚,本科
ID-016610,18511101633,未婚,初中
ID-019250,18884632117,未婚,本科
ID-008845,15109020788,已婚,研究生
ID-002173,18976286775,未婚,研究生
ID-014370,15171822408,未婚,初中
ID-001805,18520392965,未婚,高中
ID-010882,13910729714,已婚,研究生
ID-001125,18998099925,未婚,本科
ID-012433,18570924323,已婚,初中
ID-004387,13642406478,未婚,研究生
ID-029285,18882473257,未婚,初中
ID-028160,13673086146,已婚,本科
ID-027203,18957160275,已婚,大专
ID-019741,18958914210,未婚,高中
ID-006616,13927406614,已婚,初中
ID-026384,15142440920,已婚,大专
ID-004289,13960097945,未婚,大专
ID-007516,15872512910,已婚,大专
ID-017028,13938340049,未婚,初中
ID-008259,15884579200,未婚,研究生
ID-006994,18544827349,未婚,本科
ID-024565,18594100751,已婚,研究生
ID-023512,13653767451,已婚,本科
ID-019677,15084262382,已婚,本科
ID-004014,18908682846,未婚,高中
ID-014282,18573054982,已婚,本科
ID-004865,18891902683,未婚,大专
ID-020123,15082067401,已婚,初中
ID-017392,18959605414,未婚,本科
ID-028868,15157025616,已婚,研究生
ID-011127,18849826974,未婚,高中
ID-006831,18816451745,已婚,研究生
ID-016316,18581103754,已婚,研究生
ID-016145,13633206422,未婚,大专
ID-008763,18534243607,已婚,本科
ID-014116,15141706994,未婚,高中
ID-015940,18874143002,未婚,研究生
ID-007804,18591684648,已婚,高中
ID-009806,13961388159,已婚,高中
ID-013615,18814872359,已婚,初中
ID-015098,18819914910,已婚,本科
ID-013014,18870206671,未婚,本科
ID-013038,18812689356,未婚,初中
ID-015926,15106164503,未婚,研究生
ID-023342,15388880337,已婚,研究生
ID-023359,18569012765,未婚,本科
ID-014664,15822489041,未婚,本科
ID-021609,13933638693,未婚,本科
ID-012696,18945460588,未婚,初中
ID-009321,15310063537,未婚,初中
ID-010671,15008628921,已婚,大专
ID-003039,15371719501,已婚,大专
ID-010634,18925582604,未婚,大专
ID-014112,13681188119,已婚,大专
ID-026188,13665528095,已婚,大专
ID-016695,13613154744,未婚,大专
ID-001206,18555328804,已婚,本科
ID-013089,15890468312,已婚,高中
ID-007676,13980429244,已婚,本科
ID-016331,18945985438,已婚,本科
ID-023884,15818735780,已婚,大专
ID-011625,15088005582,未婚,研究生
ID-012297,15184592334,已婚,研究生
ID-013733,15340961973,未婚,研究生
ID-027969,18826303740,已婚,初中
ID-010874,18931394955,未婚,初中
ID-011906,13686651909,未婚,大专
ID-009717,13682919223,已婚,高中
ID-026067,15147910297,未婚,本科
ID-020721,15071242298,未婚,高中
ID-020655,15367916824,未婚,大专
ID-011046,18926604134,已婚,高中
ID-002130,18974539473,未婚,本科
ID-016396,13993499744,已婚,本科
ID-024530,18933418661,未婚,大专
ID-028839,15058659609,未婚,研究生
ID-011703,15838928790,已婚,本科
ID-006516,18587951194,未婚,研究生
ID-029658,15099811077,已婚,研究生
ID-026252,15822933428,已婚,本科
ID-017915,15328875897,未婚,大专
ID-026893,15343295075,未婚,大专
ID-010269,18886529893,已婚,本科
ID-004469,15170158470,已婚,本科
ID-029910,15098467570,已婚,本科
ID-011879,13632359681,未婚,本科
ID-016378,18511121752,未婚,大专
ID-002977,13992115071,已婚,初中
ID-014542,18830302022,未婚,研究生
ID-020552,15011347962,未婚,高中
ID-013709,13972441640,已婚,高中
ID-024930,18596070917,已婚,本科
ID-029666,15312402413,已婚,研究生
ID-010200,13910700940,已婚,大专
ID-028013,18592959669,未婚,本科
ID-027864,15159912559,已婚,本科
ID-003258,13988466541,已婚,大专
ID-014565,15389006131,未婚,高中
ID-029759,13687412989,已婚,研究生
ID-024954,13908158990,已婚,高中
ID-001632,15878854999,未婚,本科
ID-016118,15808627312,未婚,本科
ID-012551,18960211041,未婚,研究生
ID-005332,13909767964,未婚,大专
ID-017087,18554347669,已婚,初中
